Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
24.0,17.0,4,Grocery,4,Single,4,0,,231.42000000000002,0
0.0,,3,Mobile,5,Single,2,1,2.0,123.80000000000001,0
9.0,35.0,2,Laptop & Accessory,3,Married,3,0,9.0,159.07,0
19.0,27.0,6,Fashion,5,Married,4,1,8.0,233.51,0
23.0,35.0,4,Grocery,3,Divorced,1,0,7.0,270.46,0
1.0,7.0,4,Mobile Phone,4,Married,3,0,5.0,163.16,0
22.0,7.0,3,Grocery,3,Single,5,0,0.0,253.79000000000002,0
4.0,9.0,3,Mobile,5,Married,2,1,3.0,130.65,0
4.0,32.0,5,Fashion,4,Single,4,1,,215.94,1
13.0,8.0,3,Laptop & Accessory,4,Married,8,0,3.0,157.15,0
1.0,16.0,5,Mobile Phone,5,Divorced,5,0,3.0,169.0,1
6.0,,3,Mobile,2,Single,1,0,2.0,125.0,0
5.0,36.0,5,Laptop & Accessory,1,Married,3,0,8.0,179.68,0
15.0,16.0,3,Grocery,5,Divorced,1,0,9.0,267.99,0
6.0,17.0,4,Mobile Phone,3,Married,8,0,4.0,159.33,0
15.0,8.0,3,Grocery,3,Married,1,1,10.0,278.61,0
15.0,11.0,6,Laptop & Accessory,4,Married,8,0,3.0,189.3,0
3.0,9.0,5,Laptop & Accessory,4,Divorced,4,0,1.0,191.44,0
11.0,9.0,3,Mobile,3,Married,4,0,2.0,128.21,0
5.0,18.0,4,Laptop & Accessory,5,Married,3,1,2.0,193.33,0
3.0,13.0,4,Mobile Phone,5,Divorced,9,1,3.0,149.04,1
10.0,24.0,5,Laptop & Accessory,4,Married,4,0,4.0,180.07,0
19.0,9.0,6,Laptop & Accessory,3,Single,2,0,2.0,191.32,0
9.0,9.0,4,Laptop & Accessory,5,Married,4,0,1.0,175.93,0
,13.0,3,Mobile Phone,3,Married,2,0,0.0,112.74000000000001,0
,18.0,4,Mobile,5,Divorced,2,0,0.0,120.33000000000001,1
29.0,9.0,5,Others,5,Married,10,0,1.0,315.38,0
13.0,,4,Mobile,1,Single,1,1,3.0,123.41999999999999,0
11.0,,3,Mobile,3,Married,3,1,7.0,126.55000000000001,1
18.0,19.0,1,Grocery,3,Single,7,1,8.0,236.95,1
10.0,12.0,2,Laptop & Accessory,5,Married,5,1,7.0,159.74,0
8.0,16.0,3,Mobile Phone,1,Married,2,0,2.0,139.17,0
1.0,9.0,4,Mobile Phone,4,Single,3,0,1.0,138.93,1
8.0,7.0,4,Fashion,1,Single,3,0,,223.88,0
6.0,8.0,5,Mobile Phone,4,Married,2,0,3.0,147.69,0
1.0,27.0,4,Laptop & Accessory,3,Single,2,0,3.0,147.72,0
9.0,14.0,4,Fashion,5,Single,2,0,9.0,175.87,0
3.0,31.0,3,Laptop & Accessory,3,Married,8,1,2.0,147.36,0
9.0,11.0,3,Fashion,5,Married,5,0,2.0,180.08,0
30.0,6.0,3,Laptop & Accessory,3,Divorced,3,0,2.0,167.55,0
25.0,9.0,4,Fashion,3,Married,3,1,4.0,179.69,0
23.0,8.0,3,Grocery,5,Married,2,0,7.0,279.24,0
6.0,6.0,4,Laptop & Accessory,1,Single,1,0,4.0,169.49,0
,8.0,4,Mobile,3,Single,7,1,0.0,120.9,1
13.0,10.0,5,Laptop & Accessory,3,Married,2,0,8.0,155.69,0
14.0,8.0,3,Grocery,5,Married,8,0,8.0,265.95,0
0.0,,4,Mobile,2,Single,2,0,0.0,125.63999999999999,1
24.0,31.0,4,Grocery,3,Divorced,5,1,6.0,264.73,0
6.0,7.0,4,Laptop & Accessory,5,Married,6,0,3.0,165.87,0
,6.0,4,Mobile,3,Married,7,0,7.0,122.58000000000001,0
1.0,12.0,4,Mobile Phone,3,Single,3,1,1.0,153.51,1
6.0,21.0,3,Laptop & Accessory,1,Married,1,1,1.0,148.78,0
,19.0,3,Mobile,3,Divorced,2,0,6.0,120.96000000000001,0
0.0,25.0,4,Mobile Phone,5,Married,2,0,7.0,140.66,0
1.0,22.0,4,Mobile Phone,1,Single,3,0,1.0,153.71,0
1.0,10.0,5,Mobile Phone,3,Single,3,0,1.0,157.3,0
26.0,7.0,5,Others,3,Divorced,2,0,10.0,324.99,0
8.0,28.0,5,Mobile Phone,3,Single,1,0,3.0,142.3,0
28.0,27.0,4,Laptop & Accessory,3,Single,5,0,4.0,173.69,0
0.0,24.0,3,Laptop & Accessory,3,Divorced,1,1,2.0,146.14,1
2.0,33.0,3,Laptop & Accessory,3,Married,5,0,1.0,143.35,0
6.0,20.0,5,Mobile Phone,4,Divorced,3,0,3.0,152.43,0
6.0,13.0,3,Fashion,3,Married,1,0,,216.91000000000003,0
1.0,15.0,5,Mobile Phone,3,Single,3,1,3.0,164.89,1
19.0,6.0,3,Fashion,5,Married,8,0,3.0,193.96,0
1.0,16.0,5,Mobile Phone,3,Married,2,1,1.0,158.88,1
21.0,33.0,4,Others,3,Married,5,0,1.0,321.58,0
1.0,17.0,5,Mobile Phone,3,Single,3,0,3.0,151.25,1
21.0,9.0,4,Laptop & Accessory,2,Married,7,0,5.0,175.7,0
7.0,14.0,1,Laptop & Accessory,3,Married,3,0,2.0,144.04,0
16.0,9.0,4,Fashion,1,Married,4,1,,226.24,0
,27.0,4,Mobile,5,Married,1,0,0.0,122.96000000000001,0
15.0,13.0,4,Fashion,1,Single,5,1,1.0,260.91,0
20.0,9.0,3,Grocery,3,Married,10,1,13.0,237.7,0
30.0,22.0,3,Laptop & Accessory,5,Single,9,0,2.0,154.05,0
6.0,34.0,3,Laptop & Accessory,3,Married,2,1,7.0,152.07,0
0.0,15.0,3,Mobile,3,Married,2,0,2.0,127.41999999999999,1
8.0,8.0,5,Others,4,Single,3,1,11.0,288.24,1
5.0,35.0,3,Mobile Phone,3,Single,10,0,7.0,140.25,0
,13.0,3,Mobile,5,Single,4,1,3.0,121.66,1
1.0,8.0,6,Laptop & Accessory,4,Single,8,0,1.0,192.35,1
8.0,7.0,5,Mobile Phone,1,Married,3,1,4.0,161.22,0
19.0,10.0,4,Others,4,Divorced,3,0,8.0,287.89,0
16.0,11.0,4,Laptop & Accessory,5,Single,9,0,6.0,176.55,0
0.0,6.0,3,Mobile Phone,1,Married,10,1,2.0,147.87,1
0.0,11.0,3,Mobile,1,Single,2,0,2.0,131.17,0
18.0,11.0,5,Laptop & Accessory,5,Single,2,1,4.0,157.69,0
15.0,29.0,3,Grocery,1,Single,3,0,0.0,259.92,0
1.0,22.0,1,Laptop & Accessory,5,Single,1,0,7.0,156.61,0
23.0,15.0,3,Others,3,Married,5,1,0.0,293.31,0
3.0,26.0,3,Laptop & Accessory,5,Divorced,1,0,2.0,199.57,0
14.0,12.0,3,Mobile Phone,5,Single,3,1,17.0,147.21,0
26.0,29.0,3,Grocery,2,Single,7,0,8.0,242.75,0
3.0,27.0,4,Mobile Phone,1,Married,3,0,11.0,163.12,0
8.0,22.0,3,Fashion,3,Divorced,5,1,0.0,176.32,0
0.0,,4,Mobile,5,Single,8,0,0.0,125.61000000000001,1
31.0,7.0,6,Laptop & Accessory,3,Married,4,1,3.0,181.6,0
18.0,13.0,3,Fashion,5,Married,2,0,11.0,152.1,0
1.0,31.0,5,Fashion,5,Single,3,0,,212.22,1
1.0,11.0,6,Fashion,2,Divorced,3,0,,229.0,1
11.0,8.0,4,Fashion,3,Married,4,1,2.0,177.56,0
9.0,6.0,3,Laptop & Accessory,1,Single,5,0,0.0,166.53,0
10.0,22.0,4,Laptop & Accessory,3,Married,5,0,0.0,163.34,0
28.0,24.0,3,Grocery,4,Single,4,0,7.0,268.35,0
27.0,20.0,2,Laptop & Accessory,5,Married,3,0,4.0,169.5,0
0.0,15.0,3,Laptop & Accessory,5,Single,4,1,3.0,182.24,1
19.0,11.0,4,Laptop & Accessory,5,Married,6,1,4.0,175.06,0
0.0,,3,Mobile,5,Single,2,1,2.0,123.80000000000001,0
12.0,12.0,3,Fashion,4,Single,5,0,2.0,183.76,0
20.0,10.0,2,Grocery,5,Married,4,0,9.0,257.25,0
29.0,25.0,4,Grocery,4,Single,5,0,8.0,293.35,0
13.0,18.0,3,Laptop & Accessory,5,Married,3,0,7.0,144.48,0
1.0,11.0,5,Laptop & Accessory,5,Married,3,0,4.0,167.56,0
13.0,6.0,3,Laptop & Accessory,3,Single,4,1,0.0,147.28,1
5.0,27.0,4,Laptop & Accessory,3,Married,3,0,3.0,166.97,0
23.0,17.0,3,Others,4,Single,4,0,4.0,299.26,0
0.0,6.0,4,Mobile,4,Single,2,0,0.0,128.36,0
20.0,9.0,4,Laptop & Accessory,2,Married,4,0,5.0,198.79,0
18.0,8.0,4,Mobile Phone,1,Single,8,1,3.0,149.36,0
12.0,15.0,3,Laptop & Accessory,4,Single,10,0,3.0,167.82,0
5.0,12.0,4,Mobile Phone,4,Married,3,0,3.0,152.89,0
7.0,8.0,4,Mobile Phone,5,Single,2,0,3.0,143.81,0
29.0,9.0,4,Fashion,4,Married,5,0,3.0,234.76,0
7.0,6.0,4,Laptop & Accessory,5,Single,1,0,9.0,153.43,0
4.0,34.0,4,Laptop & Accessory,1,Married,9,0,8.0,178.04,0
19.0,9.0,3,Grocery,3,Married,4,0,9.0,274.65,0
21.0,,3,Mobile,5,Married,9,0,6.0,123.66999999999999,0
20.0,31.0,3,Fashion,3,Single,3,0,11.0,186.33,0
29.0,7.0,2,Grocery,2,Married,4,0,1.0,272.32,0
1.0,13.0,5,Mobile Phone,4,Married,3,0,4.0,148.68,0
7.0,7.0,5,Mobile Phone,3,Married,3,0,1.0,145.08,0
1.0,17.0,4,Grocery,5,Married,3,1,11.0,295.68,0
1.0,32.0,4,Mobile Phone,3,Married,3,0,8.0,154.42,0
8.0,22.0,4,Laptop & Accessory,5,Single,3,0,7.0,186.25,0
5.0,9.0,6,Mobile Phone,2,Married,6,1,1.0,152.78,1
1.0,22.0,4,Laptop & Accessory,3,Married,9,0,1.0,173.34,1
25.0,13.0,3,Fashion,4,Single,8,0,0.0,204.45,0
18.0,34.0,4,Grocery,4,Single,2,0,6.0,267.04,0
20.0,10.0,4,Grocery,4,Divorced,10,0,2.0,291.06,0
11.0,28.0,3,Mobile Phone,5,Divorced,3,1,8.0,160.64,0
2.0,15.0,3,Mobile,3,Married,10,0,2.0,129.74,0
4.0,12.0,4,Mobile,3,Married,2,1,2.0,127.03,0
,18.0,4,Mobile,5,Married,2,0,0.0,120.33000000000001,1
5.0,11.0,3,Mobile,4,Single,3,0,7.0,127.18,0
15.0,13.0,5,Laptop & Accessory,4,Single,8,1,3.0,185.32,0
17.0,6.0,3,Laptop & Accessory,5,Married,6,1,3.0,154.54,0
5.0,6.0,3,Laptop & Accessory,1,Married,2,1,8.0,161.62,0
0.0,6.0,5,Laptop & Accessory,4,Single,7,0,0.0,167.35,1
,16.0,4,Mobile Phone,5,Single,2,0,0.0,114.16,1
10.0,15.0,5,Mobile Phone,5,Married,2,0,4.0,148.42,0
5.0,12.0,4,Laptop & Accessory,3,Married,3,0,3.0,208.46,0
1.0,15.0,5,Mobile Phone,4,Single,3,0,1.0,137.61,1
19.0,8.0,3,Fashion,1,Married,5,1,3.0,203.68,0
1.0,27.0,4,Laptop & Accessory,3,Single,2,0,3.0,147.72,0
7.0,21.0,3,Laptop & Accessory,5,Single,2,0,6.0,161.25,0
,6.0,3,Mobile,3,Married,8,0,2.0,122.32,0
19.0,32.0,4,Others,4,Single,5,0,1.0,305.61,0
16.0,17.0,4,Grocery,5,Married,2,0,10.0,292.99,0
12.0,8.0,4,Laptop & Accessory,2,Divorced,9,0,4.0,152.04,0
7.0,9.0,4,Laptop & Accessory,4,Single,10,0,8.0,176.47,0
6.0,9.0,5,Laptop & Accessory,5,Single,6,0,5.0,146.76,0
1.0,25.0,4,Mobile Phone,3,Married,2,0,3.0,152.74,0
31.0,28.0,4,Grocery,1,Married,6,1,1.0,303.75,0
0.0,14.0,3,Fashion,3,Single,2,0,7.0,187.26,0
14.0,6.0,4,Others,3,Divorced,2,0,10.0,291.89,0
17.0,8.0,3,Fashion,3,Single,6,1,2.0,202.09,0
0.0,16.0,3,Laptop & Accessory,1,Single,2,0,2.0,146.84,0
3.0,17.0,5,Laptop & Accessory,3,Single,11,0,5.0,183.69,0
30.0,13.0,1,Laptop & Accessory,2,Married,1,1,9.0,152.2,0
6.0,7.0,4,Fashion,1,Married,3,0,,229.22,0
,9.0,4,Mobile Phone,3,Married,2,0,0.0,112.81,0
7.0,17.0,4,Laptop & Accessory,3,Single,3,0,10.0,179.87,0
0.0,29.0,4,Fashion,5,Divorced,2,0,10.0,173.36,1
0.0,9.0,4,Mobile,3,Single,2,0,0.0,132.3,0
3.0,7.0,5,Grocery,2,Married,5,0,8.0,286.24,0
10.0,16.0,5,Laptop & Accessory,4,Married,4,1,,213.47,0
8.0,22.0,3,Fashion,4,Divorced,1,0,9.0,180.2,0
5.0,10.0,4,Laptop & Accessory,3,Married,2,0,8.0,161.62,0
0.0,10.0,3,Mobile,5,Single,2,0,0.0,129.73,1
18.0,7.0,4,Mobile Phone,1,Married,6,1,3.0,156.95,0
11.0,9.0,3,Laptop & Accessory,1,Single,9,1,0.0,168.61,0
,23.0,3,Mobile,4,Divorced,2,0,0.0,122.1,1
1.0,17.0,4,Mobile Phone,1,Married,2,0,2.0,146.45,0
7.0,24.0,5,Mobile Phone,3,Married,11,1,1.0,149.37,1
0.0,30.0,4,Fashion,5,Single,2,0,9.0,187.22,1
9.0,9.0,5,Fashion,4,Married,4,0,,227.74,0
13.0,12.0,3,Grocery,3,Single,8,0,13.0,232.37,0
1.0,10.0,5,Mobile Phone,3,Married,3,1,2.0,150.66,0
1.0,7.0,5,Laptop & Accessory,3,Single,3,0,3.0,171.17,0
9.0,15.0,1,Mobile,4,Married,2,0,2.0,128.1,0
12.0,23.0,4,Laptop & Accessory,4,Single,4,0,3.0,166.98,0
8.0,16.0,4,Fashion,2,Married,2,0,,210.0,0
6.0,,4,Mobile,3,Married,10,1,0.0,124.37,1
4.0,17.0,4,Fashion,3,Single,11,0,,221.67,0
0.0,,3,Mobile,5,Divorced,2,0,2.0,125.0,0
14.0,35.0,6,Fashion,5,Married,5,0,2.0,234.32,0
26.0,10.0,5,Grocery,5,Divorced,3,0,17.0,293.56,0
19.0,7.0,4,Mobile Phone,1,Married,5,0,3.0,147.7,0
3.0,8.0,4,Laptop & Accessory,1,Single,6,1,0.0,168.77,0
24.0,35.0,4,Grocery,5,Divorced,6,1,3.0,293.8,0
2.0,16.0,4,Mobile Phone,3,Married,7,0,3.0,148.77,0
20.0,9.0,4,Fashion,1,Married,6,1,,228.68,0
22.0,29.0,4,Grocery,1,Married,5,0,8.0,296.74,0
0.0,20.0,4,Mobile Phone,4,Married,2,1,2.0,137.43,1
0.0,23.0,3,Mobile,3,Married,1,1,0.0,127.41,1
11.0,26.0,4,Fashion,4,Single,3,1,10.0,201.42,0
14.0,8.0,4,Mobile Phone,4,Married,5,0,4.0,148.87,0
10.0,25.0,4,Laptop & Accessory,1,Single,4,0,10.0,202.79,0
2.0,16.0,4,Laptop & Accessory,3,Single,10,0,4.0,158.69,0
10.0,16.0,3,Mobile Phone,4,Married,2,0,7.0,139.36,0
6.0,16.0,1,Fashion,3,Married,1,1,8.0,183.8,0
0.0,15.0,3,Laptop & Accessory,1,Single,2,0,7.0,141.05,0
9.0,34.0,4,Laptop & Accessory,3,Married,4,0,8.0,193.83,0
,6.0,3,Mobile,5,Married,5,0,2.0,121.94,0
1.0,21.0,4,Fashion,2,Single,2,1,8.0,200.53,1
6.0,11.0,4,Mobile,2,Divorced,2,0,2.0,129.11,0
2.0,13.0,3,Laptop & Accessory,2,Married,2,1,0.0,166.23,0
3.0,35.0,3,Fashion,4,Married,4,0,3.0,192.5,0
9.0,7.0,4,Fashion,3,Single,3,0,,212.89,0
10.0,7.0,6,Fashion,5,Married,4,1,,227.52,0
8.0,23.0,3,Laptop & Accessory,5,Divorced,4,1,7.0,189.66,0
10.0,10.0,4,Mobile Phone,1,Married,7,0,1.0,153.35,0
1.0,15.0,5,Mobile Phone,1,Married,8,0,3.0,146.8,1
,9.0,3,Mobile,1,Married,5,0,4.0,120.97,0
26.0,9.0,5,Others,3,Single,3,1,13.0,315.68,0
1.0,36.0,4,Mobile Phone,5,Married,3,0,3.0,164.07,0
15.0,11.0,4,Fashion,3,Married,2,1,,229.47,0
3.0,16.0,3,Fashion,3,Single,10,0,2.0,196.67,0
11.0,10.0,4,Laptop & Accessory,4,Single,5,0,2.0,166.07,0
3.0,6.0,4,Laptop & Accessory,1,Married,2,1,0.0,151.26,0
1.0,34.0,4,Fashion,2,Divorced,3,0,10.0,201.39,1
0.0,16.0,4,Mobile Phone,3,Single,2,0,0.0,112.0,0
18.0,7.0,4,Mobile Phone,1,Single,8,1,3.0,149.36,0
7.0,29.0,4,Laptop & Accessory,4,Married,2,0,8.0,186.46,0
1.0,21.0,4,Mobile Phone,5,Divorced,3,1,9.0,147.35,0
5.0,27.0,4,Laptop & Accessory,3,Divorced,3,0,1.0,194.32,0
,24.0,3,Mobile,2,Single,2,0,7.0,121.53,0
5.0,,3,Mobile,5,Single,2,0,2.0,124.38999999999999,0
24.0,12.0,4,Mobile,3,Single,1,0,7.0,128.38,0
7.0,12.0,4,Laptop & Accessory,1,Married,8,0,,224.98,0
11.0,13.0,3,Laptop & Accessory,5,Married,6,1,8.0,184.74,0
15.0,8.0,5,Others,1,Married,2,0,9.0,298.45,1
13.0,11.0,4,Fashion,5,Married,6,1,12.0,204.75,0
4.0,29.0,4,Laptop & Accessory,2,Divorced,1,0,8.0,155.82,0
23.0,7.0,5,Grocery,3,Single,9,1,8.0,264.64,0
,9.0,3,Mobile,4,Married,4,1,3.0,122.77000000000001,0
7.0,13.0,4,Laptop & Accessory,2,Married,5,0,8.0,202.25,0
15.0,8.0,3,Others,3,Married,6,0,14.0,288.8,0
13.0,16.0,4,Laptop & Accessory,5,Married,3,0,10.0,176.51,0
9.0,9.0,1,Laptop & Accessory,5,Married,7,0,4.0,168.42,0
16.0,15.0,4,Others,1,Married,3,0,10.0,309.3,0
12.0,17.0,4,Laptop & Accessory,1,Married,3,0,10.0,178.43,0
4.0,,3,Mobile,4,Single,2,0,0.0,125.00999999999999,0
0.0,10.0,4,Mobile,2,Divorced,1,0,4.0,131.62,0
5.0,19.0,4,Others,3,Divorced,3,0,9.0,320.45,1
2.0,35.0,5,Laptop & Accessory,3,Married,9,0,6.0,163.84,0
15.0,35.0,5,Laptop & Accessory,1,Single,5,0,0.0,142.72,0
0.0,25.0,3,Mobile Phone,1,Married,4,0,2.0,136.69,0
26.0,14.0,4,Fashion,4,Single,9,0,,229.45,0
28.0,27.0,4,Laptop & Accessory,3,Single,5,0,4.0,173.69,0
8.0,8.0,5,Fashion,3,Married,3,1,7.0,195.83,0
14.0,19.0,4,Laptop & Accessory,5,Married,4,0,8.0,169.48,0
0.0,31.0,1,Mobile,1,Single,2,1,1.0,129.94,0
11.0,8.0,3,Laptop & Accessory,5,Married,4,0,7.0,168.93,0
9.0,11.0,5,Mobile Phone,1,Married,3,0,3.0,148.76,0
4.0,13.0,3,Laptop & Accessory,5,Married,2,0,12.0,143.06,0
5.0,16.0,3,Laptop & Accessory,1,Single,9,0,0.0,146.48,0
,6.0,4,Mobile,4,Single,2,1,2.0,121.74000000000001,1
1.0,15.0,6,Mobile Phone,3,Married,3,0,3.0,171.21,0
9.0,13.0,6,Laptop & Accessory,1,Single,3,0,9.0,191.46,0
17.0,17.0,5,Laptop & Accessory,3,Married,3,0,1.0,177.57,0
,14.0,4,Mobile Phone,4,Single,2,0,0.0,112.61000000000001,1
8.0,,1,Mobile,4,Married,1,0,3.0,124.25999999999999,0
14.0,16.0,5,Laptop & Accessory,2,Divorced,11,0,3.0,173.76,0
9.0,17.0,3,Fashion,1,Married,1,0,8.0,197.38,0
5.0,18.0,3,Grocery,5,Single,1,1,14.0,237.57999999999998,1
22.0,24.0,4,Others,3,Married,2,1,9.0,295.02,0
15.0,17.0,4,Laptop & Accessory,2,Single,9,0,11.0,187.3,0
19.0,11.0,3,Laptop & Accessory,4,Married,2,1,2.0,150.21,0
22.0,14.0,4,Laptop & Accessory,5,Married,6,0,3.0,179.86,0
2.0,8.0,6,Laptop & Accessory,1,Married,2,0,6.0,191.74,0
23.0,34.0,3,Grocery,5,Divorced,5,1,2.0,268.8,0
9.0,9.0,3,Laptop & Accessory,4,Single,4,1,1.0,192.78,0
11.0,13.0,4,Laptop & Accessory,2,Single,1,0,5.0,140.28,0
1.0,16.0,4,Laptop & Accessory,5,Single,2,1,4.0,207.24,1
0.0,21.0,3,Fashion,3,Married,8,1,7.0,236.10000000000002,1
7.0,7.0,3,Laptop & Accessory,1,Married,10,0,1.0,154.84,0
13.0,25.0,4,Laptop & Accessory,3,Single,2,0,8.0,170.34,0
26.0,26.0,4,Mobile Phone,1,Married,2,0,3.0,167.58,0
10.0,17.0,5,Laptop & Accessory,3,Married,3,1,8.0,181.73,0
7.0,34.0,4,Laptop & Accessory,3,Married,2,0,7.0,167.12,0
13.0,22.0,4,Laptop & Accessory,3,Single,7,0,0.0,150.94,0
7.0,12.0,4,Laptop & Accessory,2,Divorced,8,0,,224.98,0
3.0,6.0,5,Mobile Phone,3,Divorced,4,0,2.0,138.33,0
23.0,6.0,3,Others,2,Married,4,0,6.0,295.17,0
2.0,7.0,5,Laptop & Accessory,1,Married,3,1,8.0,193.34,0
15.0,32.0,3,Fashion,5,Divorced,4,1,0.0,231.91000000000003,0
15.0,13.0,5,Laptop & Accessory,4,Single,8,1,3.0,185.32,0
0.0,31.0,3,Mobile,1,Single,2,1,1.0,127.94999999999999,1
0.0,,3,Mobile,5,Single,2,0,0.0,125.52000000000001,0
28.0,14.0,4,Grocery,4,Married,2,1,0.0,235.76999999999998,0
1.0,16.0,4,Mobile Phone,5,Married,3,0,3.0,150.0,0
0.0,8.0,5,Laptop & Accessory,1,Single,4,0,0.0,150.71,0
11.0,6.0,4,Fashion,3,Single,10,1,0.0,153.81,1
15.0,18.0,3,Mobile,4,Married,9,0,4.0,127.66,0
15.0,17.0,6,Laptop & Accessory,4,Single,3,0,10.0,186.51,0
3.0,16.0,2,Mobile Phone,3,Married,8,0,1.0,149.51,0
12.0,21.0,3,Grocery,5,Single,1,0,10.0,233.41000000000003,0
16.0,16.0,5,Others,1,Single,10,0,2.0,321.13,0
0.0,,3,Mobile,3,Married,2,0,0.0,123.77000000000001,1
,13.0,4,Mobile,4,Married,2,0,1.0,121.41,0
4.0,16.0,3,Laptop & Accessory,1,Married,3,1,4.0,165.83,0
,19.0,3,Mobile,4,Married,5,0,4.0,121.43,0
7.0,14.0,3,Laptop & Accessory,5,Married,4,0,0.0,151.21,0
9.0,13.0,3,Mobile Phone,1,Single,3,0,1.0,146.78,0
12.0,30.0,5,Fashion,3,Single,2,0,,220.26,0
17.0,16.0,4,Laptop & Accessory,3,Married,5,1,8.0,181.79,0
3.0,10.0,4,Mobile Phone,5,Single,3,1,6.0,172.23,0
1.0,15.0,5,Mobile Phone,3,Single,3,1,3.0,164.89,1
2.0,14.0,4,Laptop & Accessory,2,Divorced,2,1,2.0,150.56,0
7.0,16.0,3,Mobile Phone,3,Married,2,1,0.0,138.15,0
29.0,33.0,2,Others,4,Married,6,1,5.0,321.36,0
16.0,,3,Mobile,3,Single,5,0,2.0,124.38,0
7.0,9.0,3,Laptop & Accessory,2,Single,1,0,4.0,177.56,0
10.0,8.0,5,Laptop & Accessory,3,Married,2,0,3.0,168.74,0
,17.0,3,Mobile,5,Married,1,0,4.0,120.99000000000001,0
18.0,6.0,2,Others,2,Divorced,1,0,7.0,292.02,0
9.0,35.0,2,Laptop & Accessory,3,Married,3,0,9.0,159.07,0
,6.0,4,Mobile,5,Divorced,2,0,2.0,122.18,0
18.0,7.0,4,Laptop & Accessory,1,Married,6,1,3.0,182.43,0
0.0,11.0,3,Mobile,3,Single,2,1,2.0,134.41,1
13.0,13.0,4,Fashion,4,Single,6,0,3.0,208.76,0
4.0,23.0,4,Laptop & Accessory,3,Divorced,10,0,3.0,178.01,0
,10.0,3,Mobile,2,Single,19,1,0.0,122.85,1
0.0,,3,Mobile,4,Married,3,1,2.0,123.72999999999999,1
3.0,17.0,4,Mobile Phone,4,Married,3,0,3.0,147.97,0
1.0,28.0,2,Mobile Phone,1,Single,3,0,3.0,151.78,0
15.0,9.0,4,Grocery,4,Single,3,0,5.0,285.15,0
30.0,30.0,4,Grocery,4,Married,6,1,10.0,259.02,0
21.0,23.0,2,Laptop & Accessory,3,Married,3,1,8.0,175.67,0
1.0,7.0,6,Mobile Phone,4,Single,9,1,8.0,147.16,1
25.0,10.0,4,Grocery,4,Single,5,0,1.0,262.34,0
13.0,19.0,4,Laptop & Accessory,4,Married,6,0,1.0,177.95,0
10.0,11.0,3,Laptop & Accessory,2,Married,8,0,4.0,163.47,0
14.0,25.0,3,Laptop & Accessory,5,Married,3,0,0.0,130.72,0
14.0,14.0,3,Laptop & Accessory,4,Married,6,0,4.0,143.93,0
0.0,14.0,2,Laptop & Accessory,4,Divorced,1,0,2.0,148.51,0
,12.0,3,Laptop & Accessory,3,Divorced,3,1,5.0,123.06,0
1.0,10.0,4,Mobile Phone,5,Single,7,1,5.0,151.57,1
19.0,8.0,3,Laptop & Accessory,2,Married,3,0,4.0,173.79,0
19.0,24.0,3,Fashion,3,Married,6,0,2.0,205.27,0
1.0,14.0,4,Mobile Phone,1,Married,3,1,3.0,147.75,1
,8.0,4,Mobile,3,Single,2,0,0.0,122.74000000000001,0
23.0,12.0,4,Laptop & Accessory,3,Married,4,0,3.0,191.51,0
18.0,24.0,6,Mobile Phone,3,Single,4,0,1.0,147.9,0
4.0,29.0,5,Laptop & Accessory,3,Married,4,1,1.0,188.8,1
18.0,26.0,5,Fashion,5,Married,3,1,7.0,208.51,0
16.0,25.0,4,Laptop & Accessory,5,Married,8,1,3.0,179.1,0
17.0,15.0,4,Laptop & Accessory,4,Married,6,0,1.0,172.65,0
1.0,7.0,4,Mobile Phone,4,Single,3,0,2.0,145.96,0
24.0,14.0,4,Fashion,4,Married,6,0,,224.89999999999998,0
19.0,8.0,3,Fashion,1,Married,4,0,7.0,185.78,0
1.0,27.0,4,Fashion,3,Married,5,0,,223.24,1
17.0,13.0,3,Others,1,Married,1,1,10.0,290.49,0
1.0,9.0,5,Mobile Phone,3,Single,3,0,3.0,145.44,1
25.0,5.0,3,Fashion,4,Single,8,0,0.0,204.45,0
8.0,14.0,3,Mobile Phone,3,Single,2,0,4.0,143.23,0
12.0,27.0,4,Laptop & Accessory,1,Married,4,1,4.0,161.2,0
19.0,13.0,4,Fashion,5,Married,6,1,1.0,257.45,0
,27.0,4,Mobile,4,Single,2,1,0.0,121.21000000000001,1
14.0,21.0,4,Laptop & Accessory,5,Married,3,0,3.0,171.39,0
9.0,25.0,2,Laptop & Accessory,5,Married,3,0,11.0,177.08,0
17.0,26.0,3,Mobile,4,Single,2,0,3.0,134.2,0
1.0,15.0,4,Mobile Phone,3,Single,3,0,1.0,144.04,1
13.0,15.0,3,Laptop & Accessory,5,Married,1,0,1.0,154.73,0
1.0,9.0,3,Mobile,4,Married,2,0,0.0,128.56,0
12.0,22.0,5,Fashion,1,Married,2,1,10.0,240.10000000000002,0
21.0,13.0,3,Laptop & Accessory,5,Married,5,0,2.0,154.86,0
7.0,10.0,4,Mobile Phone,4,Married,5,1,4.0,147.77,0
6.0,9.0,4,Laptop & Accessory,3,Single,6,1,8.0,174.98,0
5.0,7.0,4,Laptop & Accessory,5,Divorced,3,0,4.0,166.48,0
5.0,7.0,4,Laptop & Accessory,2,Single,10,1,6.0,184.93,1
